Iniciando gerador uRLLC (Scapy/TCP) para 10.0.99.1:5000
Latência uRLLC (RTT local): 1.121 ms
Latência uRLLC (RTT local): 0.814 ms
Latência uRLLC (RTT local): 0.741 ms
Latência uRLLC (RTT local): 0.800 ms
Latência uRLLC (RTT local): 1.234 ms
Latência uRLLC (RTT local): 2.381 ms
Latência uRLLC (RTT local): 0.497 ms
Latência uRLLC (RTT local): 0.655 ms
Latência uRLLC (RTT local): 0.622 ms
Latência uRLLC (RTT local): 0.660 ms
Latência uRLLC (RTT local): 0.778 ms
Latência uRLLC (RTT local): 0.726 ms
Latência uRLLC (RTT local): 0.857 ms
Latência uRLLC (RTT local): 0.799 ms
Latência uRLLC (RTT local): 1.172 ms
Latência uRLLC (RTT local): 1.747 ms
Latência uRLLC (RTT local): 0.532 ms
Latência uRLLC (RTT local): 0.591 ms
Latência uRLLC (RTT local): 1.189 ms
Latência uRLLC (RTT local): 1.154 ms
Latência uRLLC (RTT local): 0.542 ms
Latência uRLLC (RTT local): 1.340 ms
Latência uRLLC (RTT local): 1.212 ms
Latência uRLLC (RTT local): 1.198 ms
Latência uRLLC (RTT local): 0.894 ms
Latência uRLLC (RTT local): 0.649 ms
Latência uRLLC (RTT local): 1.525 ms
Latência uRLLC (RTT local): 0.917 ms
Latência uRLLC (RTT local): 0.757 ms
Latência uRLLC (RTT local): 0.753 ms
Latência uRLLC (RTT local): 1.023 ms
Latência uRLLC (RTT local): 0.594 ms
Latência uRLLC (RTT local): 1.112 ms
Latência uRLLC (RTT local): 1.101 ms
Latência uRLLC (RTT local): 1.194 ms
Latência uRLLC (RTT local): 0.904 ms
Latência uRLLC (RTT local): 0.922 ms
Latência uRLLC (RTT local): 0.564 ms
Latência uRLLC (RTT local): 0.533 ms
Latência uRLLC (RTT local): 0.536 ms
Latência uRLLC (RTT local): 0.584 ms
Latência uRLLC (RTT local): 0.708 ms
Latência uRLLC (RTT local): 0.649 ms
Latência uRLLC (RTT local): 0.780 ms
Latência uRLLC (RTT local): 0.577 ms
Latência uRLLC (RTT local): 1.130 ms
Latência uRLLC (RTT local): 1.009 ms
Latência uRLLC (RTT local): 0.530 ms
Latência uRLLC (RTT local): 0.654 ms
Latência uRLLC (RTT local): 0.572 ms
Latência uRLLC (RTT local): 0.679 ms
Latência uRLLC (RTT local): 0.657 ms
Latência uRLLC (RTT local): 0.553 ms
Latência uRLLC (RTT local): 0.631 ms
Latência uRLLC (RTT local): 0.604 ms
Latência uRLLC (RTT local): 0.713 ms
Latência uRLLC (RTT local): 1.420 ms
Latência uRLLC (RTT local): 0.762 ms
Gerador uRLLC finalizado. 590 medições salvas; tentativas=590, falhas=0
